County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Wyoming,1973,391,74,20,26,0,28,317,28,115,70,104
Yates,1973,272,50,11,4,1,34,222,23,57,57,85
Albany,1972,3035,1054,211,256,8,579,1981,285,297,541,858
Allegany,1972,440,94,6,17,2,69,346,26,100,104,116
Bronx,1972,26696,16904,1904,6127,11,8862,9792,1669,614,3072,4437
Broome,1972,1862,496,84,67,17,328,1366,261,169,419,517
Cattaraugus,1972,1010,152,55,14,13,70,858,135,288,204,231
Cayuga,1972,699,129,32,17,1,79,570,51,125,184,210
Chautauqua,1972,1606,384,119,53,24,188,1222,212,319,301,390
Chemung,1972,793,201,60,34,1,106,592,71,138,201,182
Chenango,1972,346,63,6,5,1,51,283,16,91,72,104
Clinton,1972,787,232,69,34,3,126,555,82,230,117,126
Columbia,1972,505,168,24,34,2,108,337,26,61,114,136
Cortland,1972,397,106,22,16,3,65,291,58,55,92,86
Delaware,1972,417,128,26,12,2,88,289,46,33,91,119
Dutchess,1972,2199,689,144,163,11,371,1510,214,243,395,658
Erie,1972,13293,4005,790,1275,24,1916,9288,1775,1566,2950,2997
Essex,1972,479,122,18,17,5,82,357,30,148,82,97
Franklin,1972,666,113,19,17,10,67,553,44,202,127,180
Fulton,1972,290,99,7,20,1,71,191,12,27,88,64
Genesee,1972,681,181,64,29,6,82,500,110,106,117,167
Greene,1972,397,131,33,22,2,74,266,70,35,84,77
Hamilton,1972,121,19,10,2,0,7,102,55,16,10,21
Herkimer,1972,336,107,5,26,0,76,229,16,48,78,87
Jefferson,1972,1236,383,141,21,9,212,853,259,149,194,251
Kings,1972,41058,23180,2711,8241,38,12190,17878,2844,1898,4935,8201
Lewis,1972,112,35,2,0,0,33,77,8,16,23,30
Livingston,1972,636,118,37,10,1,70,518,132,158,70,158
Madison,1972,556,122,31,9,5,77,434,80,82,128,144
Monroe,1972,8770,2431,444,620,18,1349,6339,602,844,2097,2796
Montgomery,1972,363,115,22,20,1,72,248,39,35,60,114
Nassau,1972,13288,4260,1176,931,70,2083,9028,1377,3339,2435,1877
New York,1972,57104,28122,4355,9893,23,13851,28982,5985,995,9462,12540
Niagara,1972,2055,686,127,186,5,368,1369,173,189,491,516
Oneida,1972,1891,485,49,116,5,315,1406,95,238,530,543
Onondaga,1972,5547,1460,321,388,16,735,4087,447,729,1487,1424
Ontario,1972,776,152,55,22,2,73,624,75,147,194,208
Orange,1972,2734,875,206,212,20,437,1859,321,294,578,666
Orleans,1972,277,80,9,16,3,52,197,19,41,65,72
Oswego,1972,700,153,17,17,8,111,547,71,113,202,161
Otsego,1972,435,107,26,15,3,63,328,32,99,82,115
Putnam,1972,681,161,35,27,7,92,520,98,195,84,143
Queens,1972,17713,9558,1202,3118,7,5231,8155,1289,716,2775,3375
Rensselaer,1972,1088,392,128,71,6,187,696,199,57,153,287
Richmond,1972,2362,1097,177,372,2,546,1265,141,98,435,591
Rockland,1972,1879,658,170,165,6,317,1221,255,192,303,471
Saratoga,1972,1088,233,57,38,1,137,855,143,237,204,271
Schenectady,1972,1144,243,48,55,6,134,901,72,150,257,422
Schoharie,1972,221,77,5,6,1,65,144,7,30,33,74
Schuyler,1972,153,49,14,9,4,22,104,43,18,11,32
Seneca,1972,452,52,15,11,4,22,400,78,87,72,163
Steuben,1972,896,191,28,19,5,139,705,64,186,142,313
St. Lawrence,1972,993,196,48,24,9,115,797,103,155,280,259
Suffolk,1972,11993,3413,861,803,44,1705,8580,1486,2788,2282,2024
Sullivan,1972,1256,391,72,81,6,232,865,115,234,250,266
Tioga,1972,168,46,11,2,0,33,122,15,37,18,52
Tompkins,1972,1009,193,26,34,5,128,816,78,212,296,230
Ulster,1972,1404,445,92,58,5,290,959,208,143,333,275
Unknown-NonNYS,1972,178,159,21,42,0,96,19,1,0,4,14
Unknown NYC county,1972,222,141,20,53,0,68,81,18,4,27,32
Warren,1972,641,181,31,37,1,112,460,63,130,113,154
Washington,1972,401,102,19,16,2,65,299,38,76,67,118
Wayne,1972,936,195,21,41,17,116,741,62,247,130,302
Westchester,1972,7508,2636,445,681,24,1486,4872,1087,607,1675,1503
Wyoming,1972,368,109,3,44,4,58,259,55,72,50,82
Yates,1972,88,20,6,4,1,9,68,1,14,17,36
Albany,1971,1833,829,131,231,6,461,1004,204,111,272,417
Allegany,1971,236,82,27,2,3,50,154,14,27,63,50
Bronx,1971,26720,17696,3916,5069,7,8704,9024,3580,433,2338,2673
Broome,1971,1334,416,84,53,10,269,918,163,122,291,342
Cattaraugus,1971,572,118,14,18,5,81,454,119,105,115,115
Cayuga,1971,328,103,18,17,0,68,225,59,50,42,74
Chautauqua,1971,854,329,128,50,6,145,525,133,100,139,153
Chemung,1971,480,216,56,44,5,111,264,40,39,83,102
Chenango,1971,238,60,7,2,3,48,178,10,33,52,83
Clinton,1971,409,132,18,27,2,85,277,125,59,39,54
Columbia,1971,253,120,12,19,0,89,133,31,14,30,58
Cortland,1971,225,38,5,2,2,29,187,29,58,45,55
Delaware,1971,231,69,7,7,5,50,162,66,10,30,56
Dutchess,1971,1896,629,184,117,9,319,1267,292,126,295,554
Erie,1971,8983,3480,543,1112,17,1808,5503,1229,986,1729,1559
Essex,1971,307,122,34,9,6,73,185,57,45,51,32
Franklin,1971,289,128,41,14,7,66,161,32,44,48,37
Fulton,1971,150,97,25,16,1,55,53,12,6,9,26
Genesee,1971,361,107,22,18,5,62,254,64,36,83,71
Greene,1971,217,125,28,19,4,74,92,59,1,14,18
Hamilton,1971,59,11,3,0,0,8,48,31,6,5,6
Herkimer,1971,288,88,25,12,2,49,200,44,36,47,73
Jefferson,1971,558,246,36,31,3,176,312,84,37,117,74
Kings,1971,38902,25374,4515,7286,35,13538,13528,4516,1050,3255,4707
Lewis,1971,62,43,9,2,0,32,19,1,5,4,9
Livingston,1971,349,94,23,13,8,50,255,67,69,43,76
Madison,1971,366,131,25,17,1,88,235,28,27,96,84
Monroe,1971,5190,1956,266,504,25,1161,3234,447,581,915,1291
Montgomery,1971,184,91,17,9,0,65,93,16,15,28,34
Nassau,1971,10661,3929,887,922,33,2087,6732,1526,2064,2107,1035
New York,1971,55849,29926,7976,8124,11,13815,25923,7416,495,6114,11898
Niagara,1971,1677,843,184,173,6,480,834,161,223,226,224
Oneida,1971,1241,516,77,94,5,340,725,149,115,198,263
Onondaga,1971,2949,1278,198,347,17,716,1671,304,201,577,589
Ontario,1971,336,121,21,15,2,83,215,37,51,54,73
Orange,1971,2237,882,191,204,15,472,1355,411,116,335,493
Orleans,1971,211,79,15,17,4,43,132,25,14,35,58
Oswego,1971,372,142,31,19,4,88,230,45,37,92,56
Otsego,1971,219,107,30,16,5,56,112,13,42,20,37
Putnam,1971,696,190,43,28,7,112,506,127,161,59,159
Queens,1971,15971,9515,1887,2417,15,5196,6456,2087,561,1919,1889
Rensselaer,1971,716,273,40,64,1,168,443,202,39,85,117
Richmond,1971,1782,1000,226,279,1,494,782,235,67,209,271
Rockland,1971,1453,638,188,125,7,318,815,239,76,158,342
Saratoga,1971,585,198,29,44,1,124,387,127,55,78,127
Schenectady,1971,575,271,98,51,3,119,304,64,27,78,135
Schoharie,1971,69,31,3,3,0,25,38,8,1,8,21
Schuyler,1971,121,30,6,3,3,18,91,11,20,25,35
Seneca,1971,342,77,11,11,3,52,265,25,79,47,114
Steuben,1971,496,142,29,22,0,91,354,107,96,66,85
St. Lawrence,1971,458,205,36,24,14,131,253,47,37,66,103
Suffolk,1971,8230,3417,744,837,40,1796,4813,1243,1610,856,1104
Sullivan,1971,789,379,72,60,7,240,410,82,31,122,175
Tioga,1971,75,30,7,3,0,20,45,6,6,19,14
Tompkins,1971,400,144,31,20,3,90,256,25,45,137,49
Ulster,1971,927,398,100,79,2,217,529,240,12,131,146
Unknown-NonNYS,1971,154,137,26,39,1,71,17,3,0,5,9
Unknown NYC county,1971,1561,886,175,322,0,389,675,254,14,148,259
Warren,1971,402,159,90,19,4,46,243,44,46,52,101
Washington,1971,200,75,18,11,0,46,125,28,17,34,46
Wayne,1971,612,238,65,39,2,132,374,59,81,96,138
Westchester,1971,6228,2829,594,679,22,1534,3399,998,377,1107,917
Wyoming,1971,165,35,3,8,2,22,130,10,21,42,57
Yates,1971,75,18,7,2,0,9,57,7,8,12,30
Albany,1970,1226,688,97,191,5,395,538,207,48,95,188
Allegany,1970,84,53,3,4,0,46,31,14,0,5,12
Bronx,1970,25149,16191,5131,4239,6,6815,8958,5237,476,1395,1850
Broome,1970,941,330,32,67,8,223,611,86,114,184,227
Cattaraugus,1970,189,88,10,12,1,65,101,34,6,16,45
Cayuga,1970,141,80,14,9,0,57,61,25,10,8,18
Chautauqua,1970,477,241,52,42,9,138,236,74,7,89,66
Chemung,1970,236,145,30,21,5,89,91,36,2,22,31
Chenango,1970,104,64,2,4,3,55,40,13,4,8,15
Clinton,1970,333,185,84,7,0,94,148,113,2,5,28
Columbia,1970,210,137,24,37,1,75,73,42,1,3,27
Cortland,1970,73,48,12,4,0,32,25,12,0,1,12
Delaware,1970,151,77,7,14,2,54,74,43,0,13,18
Dutchess,1970,1240,408,74,87,10,237,832,191,56,164,421
Erie,1970,6966,3136,520,988,20,1608,3830,1128,711,1014,977
Essex,1970,176,102,19,15,2,66,74,46,0,8,20
Franklin,1970,123,90,17,8,1,64,33,16,0,3,14
Fulton,1970,109,82,4,14,3,61,27,3,0,7,17
Genesee,1970,131,87,11,15,6,55,44,21,1,6,16
Greene,1970,184,96,14,13,0,69,88,45,0,9,34
Hamilton,1970,23,16,12,0,0,4,7,6,0,0,1
Herkimer,1970,153,73,11,15,0,47,80,19,18,11,32
Jefferson,1970,509,204,32,27,9,136,305,183,8,49,65
Kings,1970,34186,22541,6020,5836,35,10650,11645,5795,1010,1883,2957
Lewis,1970,36,25,0,3,0,22,11,4,1,2,4
Livingston,1970,169,81,19,13,2,47,88,63,0,5,20
Madison,1970,195,102,11,7,1,83,93,4,0,46,43
Monroe,1970,3478,1852,275,517,18,1042,1626,400,308,349,569
Montgomery,1970,147,94,12,8,3,71,53,20,0,6,27
Nassau,1970,9248,3312,897,717,22,1676,5936,1974,1462,1744,756
New York,1970,51825,28565,10480,6548,15,11522,23260,8457,516,4151,10136
Niagara,1970,1277,653,98,164,2,389,624,231,164,58,171
Oneida,1970,639,410,66,72,1,271,229,35,59,38,97
Onondaga,1970,1752,1212,233,320,2,657,540,192,2,113,233
Ontario,1970,210,108,13,11,1,83,102,31,5,22,44
Orange,1970,1642,792,247,146,8,391,850,372,47,122,309
Orleans,1970,111,44,1,17,1,25,67,14,4,20,29
Oswego,1970,134,97,10,8,1,78,37,11,1,14,11
Otsego,1970,98,72,10,14,0,48,26,6,0,4,16
Putnam,1970,474,154,34,31,1,88,320,79,111,35,95
Queens,1970,13267,8249,2038,2012,13,4186,5018,2405,471,1108,1034
Rensselaer,1970,381,239,73,45,0,121,142,94,0,18,30
Richmond,1970,1447,913,216,241,0,456,534,274,71,65,124
Rockland,1970,1034,457,113,118,4,222,577,181,48,130,218
Saratoga,1970,271,188,39,25,2,122,83,26,0,12,45
Schenectady,1970,356,188,21,40,2,125,168,56,14,27,71
Schoharie,1970,77,52,17,4,0,31,25,8,0,4,13
Schuyler,1970,99,34,9,2,4,19,65,23,16,9,17
Seneca,1970,188,36,1,3,3,29,152,36,53,14,49
Steuben,1970,284,110,20,18,5,67,174,56,38,24,56
St. Lawrence,1970,320,182,31,22,7,122,138,91,4,11,32
Suffolk,1970,5074,2886,680,657,13,1536,2188,835,661,156,536
Sullivan,1970,607,339,62,83,1,193,268,111,26,34,97
Tioga,1970,66,46,11,6,0,29,20,5,3,0,12
Tompkins,1970,139,86,20,8,4,54,53,24,1,11,17
Ulster,1970,759,408,93,60,2,253,351,217,1,44,89
Unknown-NonNYS,1970,144,134,28,34,0,72,10,4,0,2,4
Unknown NYC county,1970,781,455,142,161,0,152,326,207,7,41,71
Warren,1970,188,92,14,10,0,68,96,61,0,4,31
Washington,1970,89,63,11,12,1,39,26,6,1,6,13
Wayne,1970,370,181,28,45,2,106,189,28,38,29,94
Westchester,1970,4867,2343,508,482,15,1338,2524,1269,200,427,628
Wyoming,1970,104,36,11,8,0,17,68,11,16,17,24
Yates,1970,37,16,1,6,1,8,21,3,5,6,7
